avg_Density_(g/mL),avg_Gordy_electonegativity,avg_Number_of_unfilled_d_valence_electrons,avg_abs_valence,avg_metallic_valence,avg_valence_d,sum_Density_(g/mL),sum_heat_atomization(kJ/mol),sum_valence_d,range_Density_(g/mL),range_Nagle_electonegativity,range_heat_of_fusion_(kJ/mol)_,target
0.834285714,8.038571429,10.0,4.0,0.714285714,0.0,5.84,1190.0,0.0,3.5,3.25,49.94,6.89
2.305,4.605,10.0,3.0,2.0,0.0,4.61,443.0,0.0,0.47,1.43,6.58,4.78
3.954,4.864,10.0,2.8,2.4,0.0,19.77,1333.0,0.0,2.09,0.76,4.1,3.125
2.464705882,7.103529412,6.882352941,3.647058824,0.934117647,3.117647059,41.9,4142.0,53.0,10.5,2.35,20.68,2.16
2.458,6.35376,8.0,3.6,1.0,2.0,12.29,990.0,10.0,9.75,2.56,11.08,3.52
2.985,5.68,10.0,3.75,2.25,0.0,23.88,2278.0,0.0,3.66,0.38,25.98,2.35
3.8825,3.475,8.75,2.0,3.695,1.25,15.53,1259.0,5.0,4.73,0.19,1.26,0.58
3.715,5.855,7.5,4.5,2.89,2.5,7.43,530.0,5.0,7.43,2.26,11.83,3.6
4.3345,4.5595,5.5,2.0,3.198,4.5,8.669,566.3,9.0,5.49,0.7,10.13,1.5
4.001666667,4.831666667,6.666666667,2.5,2.74,3.333333333,48.02,3126.0,40.0,7.43,1.66,11.33,1.44
7.6353,5.19744,0.06,3.6,2.4,9.94,38.1765,1005.9,49.7,4.96,0.48,10.8,0.1525
3.336,3.85,10.0,2.4,2.4,0.0,16.68,1048.0,0.0,3.99,0.79,18.75,2.45
2.668,5.483136,9.92,3.36,2.24,0.08,66.7,7060.0,2.0,6.08,1.51,9.39,3.41
4.626363636,5.055236364,6.363636364,2.545454545,2.443636364,3.636363636,50.89,2191.0,40.0,7.88,1.7,9.58,1.7
7.452857143,5.537242857,4.285714286,3.142857143,2.428571429,5.714285714,52.17,1739.0,40.0,2.83,0.97,2.41,0.9
4.525714286,4.665714286,5.714285714,2.285714286,2.982857143,4.285714286,31.68,1865.0,30.0,8.1,1.65,18.15,1.615
3.655,5.555,5.0,2.0,3.22,5.0,7.31,716.0,10.0,7.31,1.6,2.9,2.13
2.95,4.81,7.5,3.0,2.0,2.5,11.8,929.0,10.0,5.72,1.54,18.15,1.64
3.059090909,4.852727273,9.090909091,2.727272727,2.403636364,0.909090909,33.65,2758.0,10.0,7.68,1.54,35.22,2.89
6.93625,4.64375,0.0,2.125,3.22,10.0,55.49,1631.0,80.0,2.72,0.62,14.23,1.05
2.417313433,4.604410448,10.0,1.074626866,2.997014925,0.0,161.96,38025.0,0.0,5.18,0.97,41.57,0.8
1.204,6.552333333,10.0,2.8,1.133333333,0.0,36.12,9146.0,0.0,5.32,2.79,49.98,5.42
2.011428571,6.5672,8.571428571,3.142857143,0.92,1.428571429,14.08,1597.0,10.0,11.4,2.78,4.579,4.44
3.936,4.702,8.6,3.8,3.556,1.4,19.68,1903.0,7.0,10.58,0.87,23.34,0.51
2.08,7.393333333,6.666666667,4.0,0.666666667,3.333333333,6.24,695.0,10.0,6.24,1.54,17.27,3.0
1.132631579,6.693157895,10.0,2.842105263,1.157894737,0.0,64.56,18623.0,0.0,3.5,2.64,49.98,3.44
7.99275,5.24644,5.0,3.0,2.259,5.0,15.9855,428.3,10.0,6.61,0.61,2.231,0.205
5.583333333,5.536266667,3.333333333,4.0,1.666666667,6.666666667,16.75,593.0,20.0,7.68,0.66,9.58,1.593333333
6.8425,4.65295,2.25,2.5,2.61,7.75,27.37,954.0,31.0,8.91,0.91,13.348,0.85
2.867058824,7.2014,9.117647059,3.941176471,1.372941176,0.882352941,48.74,5596.0,15.0,10.2,2.51,31.78,1.0
5.57,5.1425,8.916666667,2.666666667,2.656666667,1.083333333,66.84,3482.0,13.0,4.17,1.27,7.46,1.36
5.818571429,4.692857143,7.857142857,4.428571429,3.62,2.142857143,40.73,2099.0,15.0,2.4,1.02,10.21,1.59
1.513333333,6.626666667,9.333333333,3.333333333,1.333333333,0.666666667,4.54,968.0,2.0,4.54,2.39,15.23,3.3
6.450833333,5.340075,0.833333333,3.666666667,2.333333333,9.166666667,77.41,2579.0,110.0,0.73,0.95,12.21,0.22
4.4025,4.62,7.5,2.0,3.61,2.5,17.61,1119.0,10.0,6.83,0.77,36.28,1.726666667
6.919142857,4.890857143,0.0,2.628571429,2.76,10.0,48.434,1507.2,70.0,4.26,0.63,14.23,0.42
7.716,6.296366667,6.666666667,2.4,3.146666667,3.333333333,115.74,4467.0,50.0,18.44,1.65,11.89,2.14
4.2,4.526666667,6.666666667,2.0,3.813333333,3.333333333,12.6,968.0,10.0,7.14,0.71,12.39,1.453333333
6.32,4.475714286,5.571428571,1.857142857,3.617142857,4.428571429,44.24,2073.0,31.0,5.97,1.14,7.41,0.3
5.8822,4.6581,9.3,2.0,3.22,0.7,11.7644,582.4,1.4,0.96,0.55,22.11,0.66
4.278221574,4.880029155,8.0,2.874635569,3.043731778,2.0,29.3486,2586.74,13.72,6.89,1.32,15.18,1.26
7.34625,5.21795,3.75,3.0,2.61,6.25,58.77,1786.0,50.0,7.11,0.72,23.558,0.67
6.126666667,4.783333333,8.0,4.333333333,3.593333333,2.0,18.38,947.0,6.0,3.07,0.91,21.01,0.6
5.753333333,4.973333333,5.0,2.333333333,3.48,5.0,34.52,1707.0,30.0,8.43,1.04,9.58,1.353333333
9.626666667,6.101366667,8.666666667,4.0,3.26,1.333333333,28.88,1303.0,4.0,14.51,1.0,28.71,1.465
2.662,6.88841,8.6,3.4,0.978,1.4,26.62,2862.0,14.0,19.3,2.68,35.18,4.0
6.9398,4.774876,0.0,2.0,3.22,10.0,13.8796,322.4,20.0,7.26,0.62,15.195,1.9
3.916666667,4.743333333,8.0,4.333333333,3.593333333,2.0,11.75,1012.0,6.0,6.04,1.09,13.14,0.25
5.226363636,5.34,9.818181818,3.090909091,2.581818182,0.181818182,57.49,3181.0,2.0,1.87,1.26,31.48,1.1
2.883333333,8.033333333,6.666666667,3.333333333,1.48,3.333333333,8.65,270.0,10.0,8.65,2.78,5.93,6.0
5.15625,5.831125,9.75,3.0,2.5,0.25,41.25,2616.0,2.0,11.23,1.39,22.34,1.0
1.293846154,7.364615385,8.923076923,3.692307692,0.769230769,1.076923077,16.82,3624.0,14.0,6.24,2.51,20.68,2.2
4.703846154,5.131538462,10.0,3.076923077,2.495384615,0.0,61.15,3342.0,0.0,4.93,1.36,34.34,2.35
4.318571429,6.6144,6.428571429,3.571428571,1.522857143,3.571428571,30.23,1669.0,25.0,11.4,2.26,11.83,1.5
4.267,4.69425,7.25,2.0,3.22,2.75,8.534,495.95,5.5,5.31,1.03,6.66,2.35
6.82625,4.69,5.75,2.5,3.665,4.25,54.61,2648.0,34.0,4.17,1.1,19.71,2.45
6.818285714,6.813991429,5.714285714,2.4,2.588571429,4.285714286,119.32,2442.5,75.0,13.5,1.37,25.405,1.955
3.039375,6.868125,6.5625,3.3125,1.44375,3.4375,48.63,3878.0,55.0,10.2,2.36,31.78,3.81
0.775,5.69,10.0,3.0,1.0,0.0,1.55,427.0,0.0,1.55,2.51,8.32,7.0034
5.694545455,4.855454545,6.818181818,3.363636364,2.969090909,3.181818182,125.28,5149.0,70.0,5.9,1.48,9.86,1.76
5.723333333,5.483333333,0.0,4.0,1.333333333,10.0,17.17,516.0,30.0,2.38,0.57,0.79,2.4
4.346666667,5.093333333,7.333333333,5.333333333,3.26,2.666666667,13.04,988.0,8.0,6.83,1.02,15.75,0.64
2.560555556,6.476666667,7.722222222,2.444444444,1.653333333,2.277777778,46.09,5080.0,41.0,8.65,2.51,49.98,3.78
5.886666667,5.666266667,6.666666667,4.0,1.666666667,3.333333333,17.66,546.0,10.0,6.63,0.73,6.01,1.666666667
7.825,4.4994,5.0,2.0,3.22,5.0,15.65,493.0,10.0,3.85,0.27,5.71,0.1
9.315,3.68,2.5,2.5,5.11,7.5,18.63,808.0,15.0,4.37,0.16,16.68,2.37
2.789655172,6.551724138,7.24137931,2.413793103,1.742068966,2.75862069,80.9,7575.0,80.0,8.65,2.78,49.98,3.14
3.741884058,5.78644058,8.84057971,3.884057971,2.115942029,1.15942029,64.5475,4270.75,20.0,4.9,1.36,18.15,1.71
4.0425,4.87,10.0,3.0,2.0,0.0,16.17,846.0,0.0,4.87,1.47,25.37,1.625
5.397142857,5.4343,7.142857143,4.142857143,2.285714286,2.857142857,37.78,1610.0,20.0,1.9,1.25,13.18,0.95
3.86,4.99,7.5,2.25,3.11,2.5,15.44,1469.0,10.0,6.89,0.98,48.48,3.61
2.905,3.9525,7.5,1.5,1.5,2.5,11.62,513.0,10.0,5.16,1.09,17.78,1.5
4.561428571,4.928571429,9.571428571,3.285714286,2.555714286,0.428571429,63.86,3545.0,6.0,7.0,1.47,34.61,1.95
2.554666667,6.888133333,10.0,4.933333333,1.2,0.0,38.32,4449.0,0.0,8.23,2.54,10.58,4.59
2.156818182,7.620413636,7.272727273,3.954545455,0.338181818,2.727272727,47.45,4816.0,60.0,19.3,2.64,12.33,2.32
5.006,4.234,4.0,1.2,3.864,6.0,25.03,1023.0,30.0,5.31,0.76,6.66,1.175
3.815333333,5.330666667,8.4,2.933333333,2.429333333,1.6,57.23,4708.0,24.0,5.24,1.45,18.15,2.07
4.387777778,5.111111111,10.0,2.666666667,2.097777778,0.0,39.49,1865.0,0.0,4.03,1.52,4.6,1.95
6.897285714,4.880571429,0.0,2.585714286,2.76,10.0,48.281,1416.3,70.0,4.26,0.63,14.23,0.29
6.852413793,5.227682759,6.896551724,2.965517241,2.619310345,3.103448276,49.68,1770.0,22.5,6.61,0.86,32.141,1.51
3.828461538,5.224615385,8.153846154,3.230769231,2.913846154,1.846153846,49.77,4156.0,24.0,8.68,1.28,25.74,2.02
2.205833333,7.155833333,7.25,3.75,0.87,2.75,52.94,6008.0,66.0,10.5,2.35,20.68,2.24
6.342857143,4.871428571,4.285714286,2.142857143,3.617142857,5.714285714,44.4,1951.0,40.0,8.43,1.04,18.15,2.048083333
4.785833333,6.283333333,5.0,2.416666667,2.266666667,5.0,57.43,3021.0,60.0,10.5,2.17,11.08,1.4
8.003333333,4.663333333,4.0,1.733333333,3.968,6.0,120.05,3936.0,90.0,5.71,0.86,4.61,0.71
4.335,4.7675,7.5,2.25,3.11,2.5,17.34,1168.0,10.0,8.43,1.04,9.58,3.13
3.631,5.36988,8.0,3.3,2.644,2.0,36.31,2795.0,20.0,8.68,1.04,10.64,1.7
6.81,5.13,5.0,2.5,2.72,5.0,13.62,396.0,10.0,7.38,1.11,6.01,2.52
5.436923077,5.232307692,9.230769231,3.0,2.836923077,0.769230769,70.68,3517.0,10.0,5.71,0.86,31.35,2.17
5.288421053,5.281052632,9.473684211,3.105263158,2.783157895,0.526315789,100.48,5179.0,10.0,5.71,0.86,31.35,2.14
6.495,4.885,7.5,2.25,3.22,2.5,25.98,1024.0,10.0,5.71,0.86,5.71,1.673833333
7.69,4.605714286,0.0,1.857142857,3.394285714,10.0,53.83,1342.0,70.0,4.26,0.63,14.23,0.47
3.893975,6.181975,5.825,2.4175,2.1125,4.175,15.5759,1037.47,16.7,10.5,2.68,11.08,2.7
6.31,5.161533333,5.0,2.833333333,2.813333333,5.0,37.86,1524.0,30.0,9.33,1.04,9.58,1.2
5.3325,5.1375,5.0,2.75,3.11,5.0,21.33,1104.0,20.0,8.43,1.04,18.15,1.923333333
6.6925,5.0925,5.0,2.75,3.11,5.0,26.77,1000.0,20.0,5.71,0.86,13.18,0.692
4.587,5.14,8.9,3.1,2.644,1.1,45.87,2654.0,11.0,8.68,1.14,13.44,1.55
8.37,4.645,0.0,2.0,3.72,10.0,16.74,481.0,20.0,4.26,0.63,6.19,0.79
6.225,4.1744,5.0,2.0,3.0,5.0,12.45,533.0,10.0,7.05,0.28,0.51,0.4
2.292,7.09,10.0,3.6,1.2,0.0,11.46,1351.0,0.0,5.73,1.51,27.48,4.0
5.166,5.524,10.0,3.6,2.4,0.0,25.83,1285.0,0.0,0.94,0.2,21.01,1.785714286
5.985,5.305,5.0,3.5,2.5,5.0,11.97,499.0,10.0,0.51,0.03,10.21,0.74
2.322,4.804,10.0,1.2,3.2,0.0,11.61,3009.0,0.0,0.09,0.53,54.8,1.64
2.265714286,4.651428571,10.0,1.285714286,3.0,0.0,15.86,3753.0,0.0,0.52,0.2,49.54,3.3
4.035,4.885,10.0,2.0,3.0,0.0,8.07,875.0,0.0,3.39,0.09,22.5,1.455
4.515,4.8,5.0,2.0,3.0,5.0,9.03,835.0,10.0,4.35,0.14,30.33,2.6
4.731111111,5.231111111,10.0,3.111111111,2.271111111,0.0,42.58,2083.0,0.0,2.4,1.33,22.11,1.39
0.8416,6.9628,10.0,2.64,0.88,0.0,21.04,7907.0,0.0,3.5,2.64,49.98,6.53
3.666666667,5.2432,8.888888889,3.111111111,2.271111111,1.111111111,33.0,2248.0,10.0,7.68,1.51,9.58,2.38
1.081111111,6.503333333,10.0,2.888888889,1.111111111,0.0,19.46,5498.0,0.0,3.5,2.64,49.98,5.6
1.413809524,6.70952381,9.523809524,2.761904762,1.259047619,0.476190476,29.69,6898.0,10.0,8.65,2.64,49.98,4.59
6.057,4.79384,7.8,2.6,2.888,2.2,60.57,2747.0,22.0,8.2,1.33,9.41,1.75
3.431111111,5.205185185,10.0,2.888888889,2.500740741,0.0,92.64,7489.0,0.0,3.83,1.51,35.22,3.0
3.32037037,5.188518519,10.0,2.888888889,2.500740741,0.0,89.65,7564.0,0.0,3.83,1.51,48.83,3.4
5.85,5.075711111,4.444444444,2.777777778,2.271111111,5.555555556,52.65,1922.0,50.0,5.05,1.1,11.9,1.13
4.837777778,5.212222222,8.888888889,3.111111111,2.271111111,1.111111111,43.54,2043.0,10.0,3.19,1.33,14.28,2.51
5.643333333,5.034444444,3.333333333,3.111111111,2.271111111,6.666666667,50.79,1893.0,60.0,3.19,1.1,14.28,1.66
4.591111111,5.034444444,9.888888889,2.888888889,2.271111111,0.111111111,41.32,2204.0,1.0,2.4,1.33,5.81,2.31
3.85625,5.8046125,8.75,3.0,2.305,1.25,30.85,1816.0,10.0,11.43,1.51,6.03,2.4
5.796666667,4.993333333,3.222222222,2.888888889,2.293333333,6.777777778,52.17,2007.0,61.0,3.81,1.1,14.23,1.35
5.201111111,5.260155556,8.888888889,2.777777778,2.271111111,1.111111111,46.81,2029.0,10.0,5.05,1.33,7.8,2.27
4.75,4.995,8.333333333,2.666666667,2.406666667,1.666666667,28.5,1172.0,10.0,3.63,1.33,1.06,2.75
2.026923077,6.619230769,8.769230769,3.230769231,1.418461538,1.230769231,26.35,3511.0,16.0,7.13,2.64,20.68,3.48
2.904545455,5.282727273,9.090909091,3.090909091,2.181818182,0.909090909,31.95,3049.0,10.0,4.62,1.51,48.48,2.62
2.416,6.922506667,8.0,3.466666667,0.933333333,2.0,36.24,3392.0,30.0,9.75,2.64,17.27,2.3
2.74,5.515144,10.0,3.36,2.24,0.0,68.5,6866.0,0.0,6.98,1.51,11.54,3.3
1.296,7.0252,9.2,3.36,0.9952,0.8,32.4,6270.0,20.0,7.31,2.64,7.53,3.87
4.965,5.291428571,7.857142857,3.285714286,2.285714286,2.142857143,69.51,3182.0,30.0,3.81,1.33,13.18,0.97
3.513636364,5.117727273,9.545454545,2.772727273,2.483636364,0.454545455,77.3,5836.0,10.0,6.89,1.51,11.33,2.82
4.780952381,5.158095238,10.0,2.952380952,2.36952381,0.0,100.4,4965.0,0.0,2.4,1.33,31.35,2.18
4.614545455,5.048636364,10.0,2.818181818,2.281818182,0.0,101.52,5035.0,0.0,5.36,1.37,4.75,2.65
3.164375,5.4075,8.125,3.375,2.0625,1.875,50.63,3859.0,30.0,6.69,1.84,18.15,2.09
4.684210526,5.085789474,10.0,2.842105263,2.303157895,0.0,89.0,4314.0,0.0,2.4,1.33,2.16,2.2
1.313333333,7.119583333,10.0,3.25,0.958333333,0.0,31.52,5615.0,0.0,3.5,3.25,49.98,4.94
3.411111111,5.258888889,8.148148148,3.111111111,2.37037037,1.851851852,92.1,6955.0,50.0,5.24,1.51,6.03,2.29
5.245,5.763233333,8.333333333,2.666666667,2.406666667,1.666666667,125.88,4668.0,40.0,11.43,1.51,6.03,1.98
4.226666667,5.113333333,6.666666667,2.833333333,2.74,3.333333333,25.36,1617.0,20.0,6.89,1.51,18.15,2.0
4.675,5.915,5.0,2.75,2.36,5.0,18.7,794.0,20.0,8.96,3.25,17.23,2.3
1.166666667,8.216666667,10.0,4.0,0.666666667,0.0,3.5,338.0,0.0,3.5,3.25,7.49,9.1425
4.637,5.156,10.0,3.0,2.488,0.0,46.37,2566.0,0.0,3.57,1.33,44.96,2.88
7.563076923,5.573769231,8.923076923,3.692307692,3.196923077,1.076923077,98.32,4380.0,14.0,18.9,1.33,30.25,1.332
1.956666667,7.356666667,7.222222222,3.888888889,0.432222222,2.777777778,35.22,3974.0,50.0,12.0,2.64,17.38,1.97
2.162,6.834,8.0,3.2,1.2,2.0,10.81,1229.0,10.0,7.31,2.64,7.53,3.1
1.608,6.544,9.6,3.2,1.2,0.4,8.04,1397.0,2.0,4.54,2.64,15.23,3.057
5.015714286,5.128571429,8.571428571,2.857142857,2.634285714,1.428571429,35.11,1596.0,10.0,3.63,1.33,30.25,2.46
3.786,4.274,6.0,2.4,2.4,4.0,18.93,1496.0,20.0,4.84,0.33,11.92,0.67
4.045,4.615,5.0,3.0,2.0,5.0,8.09,521.0,10.0,4.39,0.53,9.54,2.89
7.63176,5.1962048,0.0,3.6,2.4,10.0,38.1588,1006.1,50.0,3.51,0.25,8.57,0.143
7.032,5.22976,0.0,3.6,2.4,10.0,35.16,1060.0,50.0,3.51,0.25,8.57,0.187
2.284375,7.3036,7.1875,4.0625,0.73625,2.8125,36.55,3764.0,45.0,9.75,2.33,16.68,2.4
2.947058824,7.1028,7.941176471,4.058823529,1.372941176,2.058823529,50.1,5376.0,35.0,10.2,2.36,31.78,2.9
7.209,5.29152,3.0,3.6,2.4,7.0,36.045,1050.0,35.0,4.96,0.48,10.8,0.29
7.383,5.25312,1.8,3.6,2.4,8.2,36.915,1032.0,41.0,4.96,0.48,10.8,0.295
2.74,7.047963636,8.181818182,3.454545455,1.272727273,1.818181818,45.21,4366.5,30.0,9.75,1.81,36.72,3.3
3.012941176,6.928541176,7.294117647,3.647058824,1.294117647,2.705882353,51.22,4595.0,46.0,9.75,2.35,20.68,2.0
4.129230769,6.820307692,5.384615385,3.692307692,1.153846154,4.615384615,53.68,2885.0,60.0,9.75,1.79,11.08,2.76
6.6015,5.29802,2.5,3.6,2.4,7.5,132.03,4430.0,150.0,7.68,0.66,15.77,0.4
4.7775,6.0147,7.5,4.5,0.75,2.5,19.11,543.0,10.0,6.63,0.73,6.01,2.66
5.875,5.6547,5.0,2.75,2.61,5.0,23.5,1021.0,20.0,9.75,2.11,12.83,0.82
2.423333333,7.631466667,8.333333333,4.0,0.833333333,1.666666667,14.54,1260.0,10.0,9.75,2.4,11.08,3.83
1.776666667,7.485422222,7.777777778,3.777777778,0.888888889,2.222222222,15.99,2371.0,20.0,9.75,1.79,17.27,3.62
2.806666667,3.553333333,10.0,2.0,2.666666667,0.0,8.42,733.0,0.0,3.77,0.7,28.4,1.0
3.47,3.536666667,6.666666667,2.0,2.666666667,3.333333333,10.41,658.0,10.0,5.76,0.59,1.51,0.9
1.036,6.416,9.8,3.2,1.3,0.2,20.72,5818.0,4.0,4.54,2.51,50.33,1.65
3.205555556,6.672737778,6.888888889,3.466666667,1.155555556,3.111111111,144.25,10262.0,140.0,9.75,2.51,11.08,2.6
0.516666667,7.73,10.0,4.0,0.666666667,0.0,1.55,336.0,0.0,1.55,3.12,8.28,9.96
3.404285714,5.121428571,10.0,3.714285714,2.314285714,0.0,23.83,1950.0,0.0,5.45,1.46,6.82,2.7
3.338571429,5.098571429,10.0,3.428571429,2.314285714,0.0,23.37,2006.0,0.0,5.22,1.43,6.82,2.9
1.81,4.43,10.0,3.0,2.0,0.0,3.62,457.0,0.0,0.52,1.38,6.82,5.593333333
3.17,4.385,10.0,3.0,2.0,0.0,6.34,405.0,0.0,3.24,1.2,1.85,4.935
6.2075,4.491,2.25,2.0,3.121,7.75,12.415,434.55,15.5,5.95,0.63,13.68,1.93
6.345,4.512,2.0,2.0,3.132,8.0,12.69,420.6,16.0,5.95,0.63,13.68,1.8
7.4175,4.6758,0.05,2.0,3.2178,9.95,14.835,311.79,19.9,5.95,0.63,13.68,1.6
6.157777778,5.027777778,5.555555556,2.333333333,2.64,4.444444444,55.42,1388.0,40.0,5.53,1.11,22.41,1.863333333
2.883333333,5.866666667,6.666666667,3.333333333,1.48,3.333333333,8.65,354.0,10.0,8.65,1.37,2.96,5.75
2.719,6.932,8.0,3.2,1.388,2.0,27.19,2398.0,20.0,8.96,2.17,12.83,3.33
6.061428571,5.06,5.714285714,2.571428571,2.76,4.285714286,42.43,1506.0,30.0,3.86,0.86,3.43,1.608
6.89,4.877142857,0.0,2.571428571,2.76,10.0,48.23,1386.0,70.0,2.41,0.63,14.23,1.182
6.738636364,4.930909091,0.0,2.727272727,2.634545455,10.0,148.25,4617.0,220.0,2.41,0.63,14.23,1.02
4.325,6.145,5.0,2.0,2.22,5.0,8.65,361.0,10.0,8.65,2.17,5.97,2.3
3.186,4.752,8.0,2.4,3.288,2.0,15.93,1372.0,10.0,6.83,0.77,5.53,0.9995
5.36,4.885,5.0,2.0,3.22,5.0,10.72,391.0,10.0,6.58,1.04,4.47,2.534718519
6.7064,4.84045,5.0,2.0,3.22,5.0,13.4128,339.52,10.0,6.58,1.04,4.97,1.68
7.67,4.46,0.0,1.5,3.72,10.0,15.34,374.0,20.0,1.96,0.43,13.68,0.496941176
5.33,5.5025,6.25,3.5,2.055,3.75,42.64,1541.0,30.0,5.53,1.11,14.58,1.4
3.655,4.5075,7.5,2.0,3.61,2.5,14.62,1194.0,10.0,6.83,0.77,49.89,2.151666667
3.192,6.724,6.0,2.8,1.688,4.0,15.96,1161.0,20.0,8.65,2.17,6.81,3.0
5.538,5.284,9.6,2.8,2.48,0.4,27.69,1519.0,2.0,1.87,1.26,1.23,1.75
3.9084,5.3724,8.88,2.96,2.464,1.12,97.71,8061.0,28.0,4.62,1.44,18.15,1.99
4.101,5.236,6.9,2.8,2.552,3.1,41.01,2822.0,31.0,5.24,1.44,3.74,1.11
2.22,7.103333333,9.666666667,3.0,1.066666667,0.333333333,6.66,917.0,1.0,6.66,2.57,5.24,3.41
6.473333333,4.81,7.666666667,4.666666667,3.593333333,2.333333333,19.42,954.0,7.0,4.11,0.87,21.01,0.2
4.18,4.473333333,7.666666667,4.333333333,3.926666667,2.333333333,12.54,1055.0,7.0,7.08,0.78,15.53,0.35
4.263333333,4.77,7.666666667,4.666666667,3.593333333,2.333333333,12.79,1019.0,7.0,7.08,1.05,15.53,0.4
7.426666667,4.5,1.0,4.333333333,3.926666667,9.0,22.28,949.0,27.0,2.21,0.44,3.68,0.185
5.886666667,4.783333333,4.333333333,4.666666667,3.593333333,5.666666667,17.66,966.0,17.0,6.83,1.05,18.15,0.305
7.163611111,4.766388889,1.041666667,5.041666667,3.3125,8.958333333,20.6312,795.36,25.8,2.66,0.64,1.3,0.2
4.118,4.818,8.0,4.4,3.512,2.0,20.59,1631.0,10.0,5.12,1.2,15.18,1.0
6.856666667,4.423333333,1.666666667,3.666666667,3.926666667,8.333333333,20.57,921.0,25.0,0.5,0.59,2.97,0.15
3.95,3.883333333,8.333333333,3.0,4.593333333,1.666666667,11.85,1301.0,5.0,4.86,0.58,33.65,1.3
4.645571429,5.370733143,6.811071429,3.343571429,2.285714286,3.188928571,130.076,6949.04,89.29,7.88,1.7,9.58,1.0
2.452666667,5.336666667,9.333333333,3.133333333,2.296,0.666666667,36.79,3952.0,10.0,7.14,1.7,12.39,2.4
6.436923077,6.2339,1.538461538,3.230769231,1.178461538,8.461538462,83.68,1197.0,110.0,11.63,1.48,5.73,2.56
6.615333333,6.619426667,6.0,2.0,2.842666667,4.0,99.23,2477.0,60.0,11.63,1.7,0.575,1.63
4.695,5.12,7.857142857,3.0,2.285714286,2.142857143,65.73,3028.0,30.0,5.57,1.52,6.86,1.92
5.447777778,5.613755556,9.666666667,3.444444444,2.333333333,0.333333333,98.06,5076.0,6.0,14.78,1.52,30.94,2.29
2.109047619,6.837619048,8.571428571,3.142857143,1.11047619,1.428571429,44.29,4447.0,30.0,7.13,2.83,7.1,4.3
5.482142857,5.003571429,3.571428571,2.857142857,2.46,6.428571429,76.75,2996.0,90.0,5.26,1.29,34.85,1.07
5.08,5.175714286,7.142857143,2.857142857,2.46,2.857142857,71.12,3011.0,40.0,5.44,1.52,5.23,2.12
4.358092784,5.091649485,10.0,2.608247423,2.130515464,0.0,845.47,40757.0,0.0,5.9,2.03,4.6,2.74
4.774705882,5.224705882,9.529411765,3.411764706,2.235294118,0.470588235,81.17,4488.0,8.0,6.7,1.52,25.61,1.35
3.075,4.5725,7.5,1.5,1.5,2.5,12.3,499.0,10.0,4.82,1.09,17.78,1.6
4.525714286,5.475714286,2.142857143,3.857142857,0.642857143,7.857142857,63.36,1724.0,110.0,4.82,1.48,17.78,1.89
1.836,6.341333333,8.0,3.6,1.0,2.0,27.54,2148.0,30.0,7.31,3.44,6.77,2.96
5.100689655,5.115862069,7.24137931,2.689655172,2.328275862,2.75862069,147.92,6269.0,80.0,5.44,1.52,34.85,2.2
5.447777778,5.613755556,9.666666667,3.444444444,2.333333333,0.333333333,196.12,10152.0,12.0,14.78,1.52,30.94,2.38
3.811818182,5.269945455,9.545454545,3.090909091,2.0,0.454545455,83.86,4586.0,10.0,7.93,1.52,10.64,1.85
4.972857143,4.978571429,7.142857143,2.285714286,2.982857143,2.857142857,34.81,1786.0,20.0,8.63,1.7,25.98,2.7
8.121111111,4.444444444,1.111111111,1.444444444,3.8,8.888888889,73.09,2090.0,80.0,8.63,1.29,15.4,0.65
0.987777778,6.675555556,10.0,2.666666667,1.111111111,0.0,8.89,3043.0,0.0,2.34,2.83,49.98,7.42
2.495,5.42,10.0,3.0,0.5,0.0,4.99,191.0,0.0,1.25,1.77,3.2,6.99
4.127727273,5.052727273,8.181818182,2.454545455,2.725454545,1.818181818,90.81,5305.0,40.0,6.78,1.7,4.47,3.09
6.722727273,4.842727273,0.454545455,2.454545455,2.725454545,9.545454545,147.9,4106.0,210.0,6.78,1.29,15.4,1.42
4.532857143,4.924285714,7.142857143,2.285714286,2.982857143,2.857142857,31.73,1894.0,20.0,7.09,1.7,25.98,2.3
4.06125,5.18625,6.25,2.875,2.555,3.75,32.49,2057.0,30.0,7.09,1.7,18.15,1.7
5.406666667,5.187816667,8.333333333,2.5,2.406666667,1.666666667,32.44,1208.0,10.0,7.2,1.52,17.81,2.595
4.47,5.277066667,8.666666667,3.5,2.63,1.333333333,26.82,1768.0,8.0,7.97,1.7,16.88,1.34
6.500909091,4.737272727,1.363636364,3.363636364,2.969090909,8.636363636,143.02,4782.0,190.0,5.56,1.29,15.4,1.48
6.4553125,5.507871875,8.75,3.125,2.555,1.25,206.57,6701.0,40.0,7.45,1.52,14.75,2.16
4.893333333,4.838333333,8.166666667,2.333333333,2.406666667,1.833333333,29.36,1295.0,11.0,6.78,1.52,9.31,2.56
5.106666667,5.17515,9.166666667,3.666666667,2.463333333,0.833333333,30.64,1193.0,5.0,5.56,1.52,9.96,1.595
5.998064516,5.059032258,5.698924731,2.634408602,2.769892473,4.301075269,27.891,1120.8,20.0,4.17,0.8,9.79,1.19
5.27,4.90375,5.0,2.25,3.415,5.0,42.16,2206.0,40.0,6.89,1.04,11.33,1.385
4.1575,4.79125,7.5,2.5,3.11,2.5,33.26,2317.0,20.0,7.22,1.17,35.22,2.36
